GeneratedOn,GeneratedBy,Id,AccountName,Amount,CloseDate,Name,OwnerEmail,StageName,Type
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hawes Forecasting,3643,2011-05-13,"Hawes Forecasting - Small Office, $3643",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SoMa Network Computers,70153,2011-05-13,"SoMa Network Computers, CORP OFC PROP 14",xiaodan@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,One Services,27086,2011-05-13,"One Services, Small Healthcare Prop 14",winthrop@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Capital Bankers Partners,110395,2011-05-27,"Capital Bankers Partners, Corp Office Prop 22",winthrop@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MIT Storage Optical,22246,2011-06-10,"MIT Storage Optical - Large Office Prop, $22246",joy@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Monte Vista Motorcars,38619,2011-06-10,"Monte Vista Motorcars, SM GAR PROP 16",faiz@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Intercontinental Electrical,18328,2011-06-10,"Intercontinental Electrical, SM GAR 7",abir@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Paabuu Inc,140213,2011-06-10,Paabuu Inc / Corp Office $140K,coraline@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Group,35339,2011-06-10,East Group / SM HC PROP $35K,yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Whitford, Kaufmann & Gibson",20800,2011-06-10,"Whitford, Kaufmann & Gibson, LG OFF 14",adrian@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MMM Tuning,38103,2011-06-17,MMM Tuning / Small Garage Property Coverage $38K,adrian@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Lenders,2057,2011-07-01,"Financial Lenders - Small Office Prop, $2057",giridhar@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Drumm Investments,33302,2011-07-01,"Drumm Investments - Large Office Prop, $33302",airianna@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Information Networks,77797,2011-07-22,"New Information Networks, Corp Office 15",elisha@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Patriot Net Interactive Inc,1718,2011-08-05,Patriot Net Interactive Inc / SM OFC PROP $$1718,yarin@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South Data Technologies,21658,2011-08-19,"South Data Technologies, Large Office Prop 14",joy@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Franklin Consulting,3512,2011-08-19,Franklin Consulting / Small Office $4K,winthrop@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bush Investors,5291,2011-08-26,Bush Investors / Small Office Property Coverage $5K,meiying@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,British Tuning,88406,2011-09-03,"British Tuning, ACTV GAR 15",winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,HuMuZa,21977,2011-09-17,HuMuZa / LG OFF $22K,coraline@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Orchard Network Technologies,28680,2011-09-17,Orchard Network Technologies / Large Office Property Coverage $29K,duston@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Wiluu,5850,2011-10-07,"Wiluu, Small Office 24",winthrop@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,SoMa Network Semiconductors,2015,2011-12-09,"SoMa Network Semiconductors, SM OFF 8",harper@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Patriot Net Interactive Inc,1695,2012-01-13,"Patriot Net Interactive Inc, SM OFF 7",devindar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Boston Network Optical,22442,2012-01-27,"Boston Network Optical, Large Office Property Coverage 15",harper@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Freeman, Wellington & May Services",32436,2012-02-04,"Freeman, Wellington & May Services / LG OFC PROP $32K",stuart@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Morris Net International & Company,76876,2012-02-11,"Morris Net International & Company - CORP OFC PROP, $76876",kristen@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,DeWolfe Storage Optics,39507,2012-02-18,"DeWolfe Storage Optics, Large Office 27",hammet@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter Touch Group & Company,3772,2012-03-01,"Inter Touch Group & Company, SM OFC PROP 15",tomas@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hanover Info Machines,20482,2012-03-01,"Hanover Info Machines, LG OFF 14",harper@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Worcester Health Center,31915,2012-03-08,"Worcester Health Center, Small Healthcare Property Coverage 16",hammet@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Systems,35594,2012-03-08,"Clementina Systems, Small Garage Property Coverage 14",xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ocean Hydraulic Rentals,29903,2012-03-08,"Ocean Hydraulic Rentals - Small Mfg Property Coverage, $29903",meiying@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Daamoopaa,70699,2012-03-15,Daamoopaa / CORP OFC PROP $71K,sherill@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter Network Technologies,3611,2012-03-15,"Inter Network Technologies, Small Office Prop 14",harper@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Western Reclaimed Rentals,27866,2012-03-15,"Western Reclaimed Rentals, Small Mfg Property Coverage 14",abir@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Brookline Lending,4799,2012-03-22,"Brookline Lending, Small Office Prop 20",giridhar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Network Microtechnologies,115100,2012-03-29,"Jamaica Plain Network Microtechnologies, Corp Office 22",devindar@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Hunters Point Reclaimed Worldwide,13432,2012-04-05,"Hunters Point Reclaimed Worldwide, Small Mfg 7",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bay Data Materials,95512,2012-04-05,"Bay Data Materials, Corp Office Property Coverage 19",harper@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Display Interactive,22318,2012-04-19,"Jamaica Plain Display Interactive, Large Office 15",tomas@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jaaja,136362,2012-04-19,"Jaaja - Corp Office, $136362",yarin@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ladder Limited,1683,2012-04-26,Ladder Limited / Small Office Property Coverage $$1683,duston@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Daamoopaa,68370,2012-05-04,"Daamoopaa, CORP OFF 14",stuart@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newoda,121545,2012-05-18,"Newoda, Corp Office Property Coverage 25",hammet@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Italian Windows,42792,2012-05-18,Italian Windows / Small Garage Prop $43K,giridhar@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDo,3462,2012-05-25,"FiDo, Small Office 14",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Western Reclaimed Rentals,26998,2012-06-01,"Western Reclaimed Rentals - SM MFG PROP, $26998",devindar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Alliance Associates,28714,2012-06-01,"Alliance Associates, SM HC PROP 15",devindar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Batterymarch Banking,78403,2012-06-08,Batterymarch Banking / Corp Office Prop $78K,xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Paabuu Inc,40264,2012-06-29,"Paabuu Inc - Large Office Property Coverage, $40264",abir@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Monte Vista Products,36618,2012-06-29,"Monte Vista Products, SM GAR PROP 14",harper@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Eastern Dell Rentals,165125,2012-06-29,"Eastern Dell Rentals - Medium Mfg, $165125",kristen@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District Markets,26124,2012-07-06,"Financial District Markets - LG OFF, $26124",joy@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Snow Senior Living,16183,2012-07-13,"Snow Senior Living - SM HC, $16183",winthrop@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,P&P Dell Distribution,14314,2012-08-03,"P&P Dell Distribution, Small Mfg 7",winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newoda,39068,2012-08-10,"Newoda, Large Office 25",faiz@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Federal Living LLC,32781,2012-08-17,"Federal Living LLC, Small Healthcare Prop 16",xiaodan@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Merrywest Associates,30616,2012-09-08,"Merrywest Associates - SM HC PROP, $30616",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Boston Network Optical,21886,2012-09-22,Boston Network Optical / LG OFC PROP $22K,xiaodan@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bay Net Innovations,3827,2012-10-05,"Bay Net Innovations, SM OFC PROP 15",meiying@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Data Research,85599,2012-10-12,Jamaica Plain Data Research / CORP OFC PROP $86K,meiying@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South of Market App Interactive,21586,2012-10-19,"South of Market App Interactive - LG OFF, $21586",elisha@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Wugiyu Inc,1798,2012-10-19,"Wugiyu Inc, Small Office Property Coverage 7",harper@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Boston Network Optical,3588,2012-12-21,"Boston Network Optical - Small Office Prop, $3588",elisha@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Pearl Advisers,72050,2013-01-18,"Pearl Advisers, Corp Office Property Coverage 14",giridhar@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial District Law Offices,95210,2013-01-18,Financial District Law Offices / CORP OFC PROP $95K,duston@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Institute,152057,2013-02-02,Financial Institute / Medium Healthcare Prop $152K,duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jefferson Accountants,3596,2013-02-02,"Jefferson Accountants, SM OFC PROP 14",duston@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Endicott Trading Inc.,21378,2013-02-09,"Endicott Trading Inc. - Large Office Prop, $21378",harper@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Daamoopaa,20187,2013-02-16,Daamoopaa / Large Office Prop $20K,airianna@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Information Labs Inc.,116055,2013-02-23,"East Information Labs Inc. - Corp Office Property Coverage, $116055",elisha@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,FiDi Info Mobile,73101,2013-02-28,FiDi Info Mobile / Corp Office $73K,sherill@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sunwest Denim Distribution Inc,142501,2013-02-28,"Sunwest Denim Distribution Inc, MED MFG 21",winthrop@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sooku,70724,2013-03-06,"Sooku, CORP OFC PROP 14",yarin@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial Institute,154331,2013-03-06,"Financial Institute, Medium Healthcare 22",hammet@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sansome Trust,21675,2013-03-20,"Sansome Trust, Large Office 14",rod@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Julia App Tech Inc,28681,2013-03-20,"Julia App Tech Inc - Large Office Property Coverage, $28681",yarin@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,South End Lenders,3403,2013-03-20,South End Lenders / Small Office $3K,meiying@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sedgwick Net Networks,120069,2013-03-27,Sedgwick Net Networks / Corp Office Property Coverage $120K,coraline@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Alliance Services,44744,2013-03-27,Alliance Services / Small Healthcare Property Coverage $45K,coraline@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newhall Glass Distribution,153397,2013-04-03,"Newhall Glass Distribution, Medium Mfg 21",sherill@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sunny Network Group,21677,2013-04-03,"Sunny Network Group - LG OFF, $21677",harper@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,West Coast Bank,66576,2013-04-10,"West Coast Bank, Corp Office Prop 14",rod@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Optimum Center LLC,28920,2013-04-10,"Optimum Center LLC - Small Healthcare, $28920",harper@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ambulatory Health,31459,2013-04-17,Ambulatory Health / SM HC PROP $31K,elisha@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Neyasa,27355,2013-04-17,"Neyasa, Large Office Property Coverage 19",giridhar@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bayview Sky Contractors,16688,2013-04-17,Bayview Sky Contractors / SM MFG $17K,tomas@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,MooWiLe,27064,2013-04-24,"MooWiLe, Large Office Property Coverage 18",meiying@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Seaport Bank Inc,2086,2013-04-24,"Seaport Bank Inc - SM OFC PROP, $2086",hammet@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,UMass Doctors,31724,2013-05-03,"UMass Doctors, SM HC PROP 16",adrian@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jeeyoo,101237,2013-05-10,"Jeeyoo - CORP OFC PROP, $101237",yarin@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Monte Vista Products,33740,2013-05-10,"Monte Vista Products - Small Garage, $33740",airianna@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Roso,4709,2013-05-24,"Roso, Small Office Property Coverage 18",kristen@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charter Investments,5430,2013-06-07,"Charter Investments - SM OFC PROP, $5430",xiaodan@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,California,69411,2013-06-21,California / CORP OFF $69K,airianna@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Mayflower Storage Tec,1705,2013-06-28,"Mayflower Storage Tec, Small Office 7",harper@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter Network Technologies,20503,2013-07-05,"Inter Network Technologies, Large Office Property Coverage 14",harper@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Rooci,1962,2013-07-19,"Rooci, Small Office Prop 8",hammet@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Cyber Network Interactive,22071,2013-09-14,"Cyber Network Interactive - LG OFC PROP, $22071",duston@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Financial,23382,2013-09-28,"Financial, LG OFF 15",xiaodan@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Charleston Touch Optics,21403,2013-10-11,"Charleston Touch Optics - LG OFF, $21403",yarin@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Data Solutions,69044,2013-10-11,"Clementina Data Solutions, CORP OFC PROP 14",devindar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Batterymarch Investments,37013,2013-10-18,"Batterymarch Investments, Large Office Property Coverage 24",winthrop@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Riverside Info Optical,1670,2013-10-18,"Riverside Info Optical, Small Office Prop 7",hammet@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Capital Bankers Partners,5365,2013-10-18,"Capital Bankers Partners, Small Office Property Coverage 22",sherill@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East LLP,81335,2013-11-15,"East LLP - CORP OFF, $81335",devindar@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,10th Products Inc,37178,2013-11-29,"10th Products Inc, Small Garage Prop 15",sherill@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,East Information Labs Inc.,33887,2013-12-13,"East Information Labs Inc., LG OFC PROP 23",kristen@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,One Senior Living Brothers,28829,2014-02-15,One Senior Living Brothers / Small Healthcare Prop $29K,devindar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Neyasa,4899,2014-02-15,"Neyasa - Small Office Prop, $4899",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,New Data Machines,21998,2014-02-22,"New Data Machines, Large Office 14",kristen@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Monte Vista Motorcars,38184,2014-03-26,"Monte Vista Motorcars - SM GAR PROP, $38184",harper@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,University Data Solutions,24285,2014-03-26,"University Data Solutions - LG OFF, $24285",stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Clementina Windows,85424,2014-04-02,Clementina Windows / Active Garage $85K,sherill@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Italy Parts,19197,2014-04-02,"Italy Parts, Small Garage Property Coverage 8",joy@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Ratone,20537,2014-04-16,"Ratone - LG OFF, $20537",devindar@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Newoda,37800,2014-04-23,"Newoda - LG OFC PROP, $37800",meiying@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Data Semiconductors Inc,73073,2014-05-02,"Jamaica Plain Data Semiconductors Inc - CORP OFF, $73073",xiaodan@alta-insurance.com,Proposal/Price Quote,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Davis Banking,5000,2014-05-09,Davis Banking / Small Office Prop $5K,stuart@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Grand Concrete Rentals,29053,2014-05-16,Grand Concrete Rentals / SM MFG $29K,airianna@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Display Interactive,78596,2014-05-30,"Jamaica Plain Display Interactive, Corp Office Property Coverage 15",meiying@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Eastern Financial,100889,2014-06-06,"Eastern Financial, Corp Office 21",elisha@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Jamaica Plain Display Interactive,22383,2014-06-06,Jamaica Plain Display Interactive / Large Office Prop $22K,elisha@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Bay Net Innovations,76826,2014-06-13,Bay Net Innovations / CORP OFF $77K,tomas@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Peak Investments Inc,27156,2014-06-20,"Peak Investments Inc - Large Office Prop, $27156",meiying@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Coone,1745,2014-06-20,Coone / Small Office Prop $$1745,rod@alta-insurance.com,Closed Lost,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Muuti,3396,2014-07-11,Muuti / Small Office $3K,devindar@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Independence Instruments Partners,13673,2014-07-18,"Independence Instruments Partners, Small Healthcare 7",winthrop@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Inter Touch Group & Company,3910,2014-07-25,"Inter Touch Group & Company, Small Office Property Coverage 15",xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Pro Offices,31472,2014-07-25,"Pro Offices - SM HC, $31472",duston@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Autumn Services,27649,2014-07-25,"Autumn Services, Large Office Property Coverage 18",rod@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Worcester Health Center,31864,2014-08-01,"Worcester Health Center, Small Healthcare 16",xiaodan@alta-insurance.com,Negotiation/Review,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Adaptive Data Design,68855,2014-08-01,"Adaptive Data Design, Corp Office Prop 14",abir@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fafitoo,3945,2014-08-01,"Fafitoo, Small Office Prop 16",airianna@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Prudential Information Computers,77747,2014-08-15,"Prudential Information Computers, Corp Office Property Coverage 15",adrian@alta-insurance.com,Needs Analysis,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Phillips & Dawson At Law,29525,2014-09-13,"Phillips & Dawson At Law, Large Office Property Coverage 20",stuart@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Fast Media Semiconductors Partners,116086,2014-10-03,"Fast Media Semiconductors Partners, Corp Office 23",yarin@alta-insurance.com,Closed Won,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,"Kirsch, Crawford & Himmel",20070,2014-10-03,"Kirsch, Crawford & Himmel - LG OFF, $20070",elisha@alta-insurance.com,Prospecting,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Juuboopo,23605,2014-10-24,"Juuboopo, Large Office 15",xiaodan@alta-insurance.com,Qualification,New Business
2017-04-12T12:54:25-07:00,UXMetricsGenerator/1.0,,Sutter Investors,1793,2014-10-31,Sutter Investors / Small Office $$1793,harper@alta-insurance.com,Proposal/Price Quote,New Business
